Datetime,Open,High,Low,Close,Adj Close,Volume
2022-12-01 09:30:00,20.399999618530273,20.454999923706055,20.31999969482422,20.325000762939453,20.325000762939453,193734
2022-12-01 09:31:00,20.31999969482422,20.3700008392334,20.31999969482422,20.350000381469727,20.350000381469727,41355
2022-12-01 09:32:00,20.34000015258789,20.389999389648438,20.34000015258789,20.389999389648438,20.389999389648438,5323
2022-12-01 09:33:00,20.389999389648438,20.389999389648438,20.34000015258789,20.344999313354492,20.344999313354492,8870
2022-12-01 09:34:00,20.344999313354492,20.354999542236328,20.344999313354492,20.354999542236328,20.354999542236328,6647
2022-12-01 09:35:00,20.360000610351562,20.375,20.360000610351562,20.375,20.375,6331
2022-12-01 09:36:00,20.3700008392334,20.375,20.354999542236328,20.3700008392334,20.3700008392334,14040
2022-12-01 09:37:00,20.364999771118164,20.385000228881836,20.360000610351562,20.3700008392334,20.3700008392334,14579
2022-12-01 09:38:00,20.364999771118164,20.3799991607666,20.360000610351562,20.375,20.375,6227
2022-12-01 09:39:00,20.3799991607666,20.385000228881836,20.364999771118164,20.385000228881836,20.385000228881836,24169
2022-12-01 09:40:00,20.385000228881836,20.43000030517578,20.385000228881836,20.424999237060547,20.424999237060547,53378
2022-12-01 09:41:00,20.422000885009766,20.422000885009766,20.40999984741211,20.41939926147461,20.41939926147461,18217
2022-12-01 09:42:00,20.420000076293945,20.440000534057617,20.420000076293945,20.440000534057617,20.440000534057617,5647
2022-12-01 09:43:00,20.44499969482422,20.450000762939453,20.434999465942383,20.434999465942383,20.434999465942383,21292
2022-12-01 09:44:00,20.434999465942383,20.450000762939453,20.434999465942383,20.440000534057617,20.440000534057617,7796
2022-12-01 09:45:00,20.440000534057617,20.459999084472656,20.440000534057617,20.454999923706055,20.454999923706055,4363
2022-12-01 09:46:00,20.454999923706055,20.459999084472656,20.450000762939453,20.454999923706055,20.454999923706055,5686
2022-12-01 09:47:00,20.454999923706055,20.459999084472656,20.440000534057617,20.459999084472656,20.459999084472656,15484
2022-12-01 09:48:00,20.459999084472656,20.459999084472656,20.450000762939453,20.459999084472656,20.459999084472656,11496
2022-12-01 09:49:00,20.454999923706055,20.469999313354492,20.454999923706055,20.469999313354492,20.469999313354492,10151
2022-12-01 09:50:00,20.459999084472656,20.469999313354492,20.459999084472656,20.46500015258789,20.46500015258789,2648
2022-12-01 09:51:00,20.46500015258789,20.469999313354492,20.459999084472656,20.461000442504883,20.461000442504883,7013
2022-12-01 09:52:00,20.469999313354492,20.469999313354492,20.46500015258789,20.46500015258789,20.46500015258789,2013
2022-12-01 09:53:00,20.46500015258789,20.489999771118164,20.46500015258789,20.489999771118164,20.489999771118164,21763
2022-12-01 09:54:00,20.489999771118164,20.489999771118164,20.489999771118164,20.489999771118164,20.489999771118164,2707
2022-12-01 09:56:00,20.485000610351562,20.489999771118164,20.485000610351562,20.489999771118164,20.489999771118164,351
2022-12-01 09:57:00,20.485000610351562,20.489999771118164,20.485000610351562,20.485000610351562,20.485000610351562,2798
2022-12-01 09:58:00,20.485000610351562,20.489999771118164,20.479999542236328,20.489999771118164,20.489999771118164,2761
2022-12-01 09:59:00,20.479999542236328,20.489999771118164,20.469999313354492,20.479999542236328,20.479999542236328,13613
2022-12-01 10:00:00,20.479999542236328,20.510000228881836,20.450000762939453,20.469999313354492,20.469999313354492,59265
2022-12-01 10:01:00,20.469999313354492,20.469999313354492,20.450000762939453,20.450000762939453,20.450000762939453,6220
2022-12-01 10:02:00,20.459999084472656,20.469999313354492,20.459999084472656,20.469999313354492,20.469999313354492,1521
2022-12-01 10:03:00,20.459999084472656,20.469999313354492,20.459999084472656,20.469999313354492,20.469999313354492,1808
2022-12-01 10:04:00,20.469999313354492,20.469999313354492,20.454999923706055,20.459999084472656,20.459999084472656,3173
2022-12-01 10:05:00,20.459999084472656,20.469999313354492,20.450000762939453,20.454999923706055,20.454999923706055,8586
2022-12-01 10:06:00,20.454999923706055,20.454999923706055,20.440000534057617,20.450000762939453,20.450000762939453,7305
2022-12-01 10:07:00,20.450000762939453,20.450000762939453,20.434999465942383,20.44499969482422,20.44499969482422,7964
2022-12-01 10:08:00,20.44499969482422,20.450000762939453,20.437400817871094,20.440000534057617,20.440000534057617,3964
2022-12-01 10:09:00,20.440000534057617,20.440000534057617,20.424999237060547,20.424999237060547,20.424999237060547,7293
2022-12-01 10:10:00,20.420000076293945,20.420000076293945,20.40999984741211,20.415000915527344,20.415000915527344,3741
2022-12-01 10:11:00,20.40999984741211,20.420000076293945,20.385000228881836,20.389999389648438,20.389999389648438,32364
2022-12-01 10:12:00,20.3799991607666,20.3799991607666,20.341400146484375,20.350000381469727,20.350000381469727,10155
2022-12-01 10:13:00,20.34000015258789,20.350000381469727,20.334999084472656,20.334999084472656,20.334999084472656,4789
2022-12-01 10:14:00,20.334999084472656,20.34000015258789,20.325000762939453,20.34000015258789,20.34000015258789,18319
2022-12-01 10:15:00,20.334999084472656,20.34000015258789,20.325000762939453,20.34000015258789,20.34000015258789,19014
2022-12-01 10:16:00,20.334999084472656,20.334999084472656,20.30500030517578,20.30500030517578,20.30500030517578,16375
2022-12-01 10:17:00,20.30500030517578,20.309999465942383,20.290000915527344,20.290000915527344,20.290000915527344,13830
2022-12-01 10:18:00,20.295000076293945,20.299999237060547,20.28499984741211,20.28499984741211,20.28499984741211,8556
2022-12-01 10:19:00,20.28499984741211,20.299999237060547,20.28499984741211,20.295000076293945,20.295000076293945,25243
2022-12-01 10:20:00,20.299999237060547,20.309999465942383,20.299999237060547,20.309999465942383,20.309999465942383,5589
2022-12-01 10:21:00,20.309999465942383,20.309999465942383,20.29010009765625,20.30500030517578,20.30500030517578,11260
2022-12-01 10:22:00,20.30500030517578,20.31999969482422,20.30500030517578,20.309999465942383,20.309999465942383,4570
2022-12-01 10:23:00,20.309999465942383,20.309999465942383,20.299999237060547,20.30500030517578,20.30500030517578,6683
2022-12-01 10:24:00,20.309999465942383,20.309999465942383,20.295000076293945,20.299999237060547,20.299999237060547,2395
2022-12-01 10:25:00,20.290000915527344,20.299999237060547,20.28499984741211,20.290000915527344,20.290000915527344,13768
2022-12-01 10:26:00,20.299999237060547,20.31999969482422,20.295000076293945,20.308000564575195,20.308000564575195,27480
2022-12-01 10:27:00,20.31999969482422,20.31999969482422,20.299999237060547,20.309999465942383,20.309999465942383,8908
2022-12-01 10:28:00,20.299999237060547,20.299999237060547,20.295000076293945,20.295000076293945,20.295000076293945,5325
2022-12-01 10:29:00,20.295000076293945,20.299999237060547,20.274999618530273,20.274999618530273,20.274999618530273,18334
2022-12-01 10:30:00,20.280000686645508,20.280000686645508,20.2450008392334,20.260000228881836,20.260000228881836,8197
2022-12-01 10:31:00,20.260000228881836,20.260000228881836,20.25,20.260000228881836,20.260000228881836,705
2022-12-01 10:32:00,20.2549991607666,20.260000228881836,20.25,20.25,20.25,2363
2022-12-01 10:33:00,20.2549991607666,20.270000457763672,20.2549991607666,20.269899368286133,20.269899368286133,10784
2022-12-01 10:34:00,20.270000457763672,20.309999465942383,20.270000457763672,20.299999237060547,20.299999237060547,44564
2022-12-01 10:35:00,20.309999465942383,20.325000762939453,20.295000076293945,20.325000762939453,20.325000762939453,14471
2022-12-01 10:36:00,20.325000762939453,20.329999923706055,20.315000534057617,20.315000534057617,20.315000534057617,5938
2022-12-01 10:37:00,20.31999969482422,20.350000381469727,20.31999969482422,20.350000381469727,20.350000381469727,3410
2022-12-01 10:38:00,20.350000381469727,20.350000381469727,20.329999923706055,20.34000015258789,20.34000015258789,11650
2022-12-01 10:39:00,20.334999084472656,20.34000015258789,20.334999084472656,20.34000015258789,20.34000015258789,2035
2022-12-01 10:40:00,20.33609962463379,20.34000015258789,20.32990074157715,20.33989906311035,20.33989906311035,6404
