Datetime,Open,High,Low,Close,Adj Close,Volume
2022-12-01 09:30:00,4.78000020980835,4.78000020980835,4.78000020980835,4.78000020980835,4.78000020980835,0
2022-12-01 09:31:00,4.824999809265137,4.824999809265137,4.824999809265137,4.824999809265137,4.824999809265137,198
2022-12-01 09:32:00,4.829999923706055,4.829999923706055,4.829999923706055,4.829999923706055,4.829999923706055,222
2022-12-01 09:33:00,4.820000171661377,4.849999904632568,4.820000171661377,4.829999923706055,4.829999923706055,1159
2022-12-01 09:34:00,4.840000152587891,4.840000152587891,4.840000152587891,4.840000152587891,4.840000152587891,113
2022-12-01 09:36:00,4.804999828338623,4.804999828338623,4.784999847412109,4.784999847412109,4.784999847412109,621
2022-12-01 09:37:00,4.775000095367432,4.775000095367432,4.755000114440918,4.755000114440918,4.755000114440918,800
2022-12-01 09:38:00,4.760000228881836,4.760000228881836,4.75,4.760000228881836,4.760000228881836,727
2022-12-01 09:39:00,4.75,4.75,4.75,4.75,4.75,344
2022-12-01 09:42:00,4.739999771118164,4.760000228881836,4.739999771118164,4.755000114440918,4.755000114440918,576
2022-12-01 09:45:00,4.769999980926514,4.78000020980835,4.769999980926514,4.78000020980835,4.78000020980835,693
2022-12-01 09:46:00,4.789999961853027,4.789999961853027,4.789999961853027,4.789999961853027,4.789999961853027,1185
2022-12-01 09:47:00,4.800000190734863,4.800000190734863,4.789999961853027,4.789999961853027,4.789999961853027,431
2022-12-01 09:48:00,4.78000020980835,4.789999961853027,4.78000020980835,4.789999961853027,4.789999961853027,506
2022-12-01 09:49:00,4.789999961853027,4.789999961853027,4.789999961853027,4.789999961853027,4.789999961853027,420
2022-12-01 09:50:00,4.789999961853027,4.804999828338623,4.789999961853027,4.804999828338623,4.804999828338623,1372
2022-12-01 09:51:00,4.809999942779541,4.809999942779541,4.809999942779541,4.809999942779541,4.809999942779541,250
2022-12-01 09:53:00,4.829899787902832,4.829899787902832,4.829899787902832,4.829899787902832,4.829899787902832,1063
2022-12-01 09:54:00,4.820000171661377,4.820000171661377,4.815000057220459,4.815000057220459,4.815000057220459,220
2022-12-01 09:55:00,4.809999942779541,4.820000171661377,4.809999942779541,4.820000171661377,4.820000171661377,706
